,appid,tags,genre
2644,559100,"['Turn-Based Tactics', 'Strategy', 'Stealth', 'Cold War', 'RPG', 'Singleplayer', 'Tactical', 'Turn-Based Strategy', 'Turn-Based', 'Action', 'Character Customization', 'Violent', 'Multiplayer', 'Replay Value', 'Great Soundtrack', 'Isometric', 'Atmospheric', 'Alternate History', 'Story Rich', 'Management']","Action, RPG, Strategy"
2645,269670,"['Adventure', 'Indie', 'Action', '2D', 'Local Co-Op', 'Multiplayer', 'Platformer', 'Co-op', 'Puzzle', 'Difficult', 'Atmospheric', 'Puzzle-Platformer', 'Side Scroller', 'Singleplayer', 'Casual', 'Local Multiplayer', '4 Player Local', 'Survival']","Action, Adventure, Indie"
2646,22200,"['Action', 'Surreal', 'Indie', ""Beat 'em up"", 'Fighting', 'FPS', 'First-Person', 'Short', 'Singleplayer', 'Fantasy', 'Adventure', 'Atmospheric', 'Beautiful', 'Story Rich', 'Epic', 'Sci-fi']","Action, Indie"
2647,219760,"['RPG', 'Singleplayer', 'Isometric', 'Fantasy', 'Classic', 'Action RPG', 'Hack and Slash', 'Adventure', 'Atmospheric', 'Action', 'Great Soundtrack', 'CRPG']",RPG
2648,1044200,"['Survival', 'Free to Play', 'Zombies', 'Multiplayer', 'Adventure', 'Open World', 'Crafting', 'Base-Building', 'RPG', 'Action', 'Singleplayer', 'Post-apocalyptic', 'Simulation', 'Co-op', 'Online Co-Op', 'Early Access', 'Strategy', 'Massively Multiplayer', 'FPS', 'Casual']","Action, Adventure, Free to Play, RPG, Simulation"
2649,406290,"['Board Game', 'Strategy', 'Tabletop', 'Simulation', 'Cold War', 'Historical', 'Card Game', 'Singleplayer', 'Asynchronous Multiplayer', 'Turn-Based Strategy', 'Alternate History', 'Atmospheric', '2D', 'Political Sim', 'Tactical', 'Multiplayer', 'Turn-Based Tactics', 'Turn-Based', 'Choices Matter', 'Grand Strategy']","Simulation, Strategy"
2650,816340,"['Tower Defense', 'Strategy', 'Singleplayer', '2D', 'Difficult', 'Casual', 'Building', 'Tactical', 'Medieval', 'Action-Adventure', 'Cartoony', 'Choices Matter', 'Fantasy', 'Action', 'Adventure', 'Indie', 'Pixel Graphics', 'RPG', 'Stylized', 'Anime']","Indie, Strategy"
2651,1067310,"['Free to Play', 'Puzzle', 'Puzzle-Platformer', 'First-Person', 'Indie', 'Singleplayer', 'Adventure', 'Funny', '3D Platformer', 'Sci-fi', 'Comedy', 'Space', 'Short', 'Parkour', 'Dark Humor', 'Online Co-Op', 'Platformer', '3D']","Action, Adventure, Free to Play, Indie"
2652,246840,"['RPG', 'Dungeon Crawler', 'Action', 'Adventure', 'Action RPG', 'Hack and Slash', 'Fantasy', 'Singleplayer', 'Fishing', 'Loot', 'Isometric', 'Casual', 'Character Customization', 'Old School', 'Dog', 'Rogue-like', 'Rogue-lite', 'Classic', 'Epic', 'Great Soundtrack']","Action, Adventure, RPG"
2653,291010,"['Horror', 'Indie', 'First-Person', 'Adventure', 'Atmospheric', 'Action', 'Singleplayer', 'Walking Simulator', 'Survival Horror', 'Female Protagonist', 'Anime', 'Psychological Horror', 'Survival', 'Casual', 'FPS', 'Space', 'Great Soundtrack', 'Puzzle', 'Zombies', 'Simulation']","Action, Adventure, Indie"
2654,518030,"['FPS', 'Shooter', 'Singleplayer', 'e-sports', 'Early Access', 'Action', 'Fast-Paced', 'Score Attack', 'Competitive', 'Simulation', 'Difficult', 'First-Person', 'Casual', 'Multiplayer']","Action, Early Access"
2655,33110,"['Action', 'RPG', 'Indie', 'Shooter', 'Singleplayer', 'Isometric', 'Aliens', 'Top-Down Shooter']","Action, Indie, RPG"
2656,1392820,"['Visual Novel', 'Horror', 'Psychological Horror', 'Experimental', 'Abstract', 'Adventure', 'Interactive Fiction', 'Psychological', 'Text-Based', 'Anime', 'Drama', 'Retro', 'Philosophical', 'Emotional', 'Story Rich', 'Indie', 'Pixel Graphics', 'Singleplayer', 'LGBTQ+', 'Perma Death']","Adventure, Indie"
2657,38600,"['Solitaire', 'Casual', 'Board Game', 'Card Game', 'Tabletop', 'RPG', 'Cute', 'Relaxing', 'Puzzle', 'Colorful', 'Family Friendly', 'Fantasy', 'Dark Fantasy', 'Adventure', 'Beautiful', 'Singleplayer', 'Addictive', 'Epic', 'Great Soundtrack', 'Indie']","Casual, Indie, RPG"
2658,353270,"['Anime', 'JRPG', 'Female Protagonist', 'RPG', 'Cute', 'Singleplayer', 'Funny', 'Comedy', 'Nudity', 'Turn-Based', 'Story Rich', 'Adventure', 'Visual Novel', 'Strategy', 'Turn-Based Combat', 'Great Soundtrack', 'Action', 'Memes', 'Fantasy', 'Hack and Slash']","RPG, Strategy"
2659,454200,"['Indie', 'Action', 'Top-Down', 'Pixel Graphics']","Action, Indie"
2660,438480,"['Tower Defense', 'Casual', 'Strategy', 'Action', 'Adventure', 'Great Soundtrack', 'Indie', 'Music', '2D', 'Singleplayer', 'Touch-Friendly', 'Soundtrack', 'Retro', 'Tactical', 'Old School', 'Comedy', 'Difficult', '1980s', 'Classic', 'GameMaker']","Action, Adventure, Casual, Strategy"
2661,553790,"['Indie', 'Adventure', 'Story Rich', 'Memes', 'Visual Novel', 'Violent']","Adventure, Indie"
2662,2084030,"['Adventure', 'Exploration', 'Post-apocalyptic', 'Mystery', 'Dark Comedy', 'Story Rich', 'Choices Matter', 'Atmospheric', 'Simulation', 'Puzzle', 'Dark Humor', 'Dystopian ', 'Dark', 'Combat', 'Psychological', 'Investigation', 'Interactive Fiction', 'Politics', 'Psychedelic', 'Multiple Endings']",Adventure
2663,2800,"['Space', 'Strategy', 'Simulation', 'Sci-fi', 'Singleplayer', 'Open World', 'Economy', 'Space Sim', 'Sandbox', 'Trading', 'Action', 'Flight', 'Exploration']",Strategy
2664,874260,"['Adventure', 'Time Travel', 'Mystery', 'Exploration', 'Indie', 'Choices Matter', 'RPG', 'Investigation', 'Story Rich', 'First-Person', 'Walking Simulator', 'Multiple Endings', 'Atmospheric', 'Great Soundtrack', 'Philosophical', 'Remake', 'Fantasy', 'Open World', 'Silent Protagonist', 'Rome']","Adventure, Indie, RPG"
2665,795580,"['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Strategy', 'Team-Based', 'Massively Multiplayer', 'PvP', 'Online Co-Op', 'Shooter', 'Early Access', 'RPG', 'Competitive', 'Co-op', 'e-sports', 'FPS', 'Third Person', 'MMORPG', 'Steampunk', 'PvE']","Action, Free to Play, Early Access"
2666,214830,"['RPG', 'Action', 'Parody ', 'Casual', 'Fast-Paced', 'JRPG', 'Comedy', 'Retro', '2D', 'Indie', 'Fantasy', 'Puzzle', 'Singleplayer', 'Experimental', 'Adventure', 'Pixel Graphics', 'Multiplayer', 'Great Soundtrack', 'Funny', 'Anime']","Action, Casual, RPG"
2667,1390350,"['2D Platformer', 'Cute', 'Pixel Graphics', 'Physics', 'Puzzle-Platformer', 'Exploration', '2D', 'Platformer', 'Relaxing', 'Family Friendly', 'Action', 'Indie', 'Puzzle', 'Cartoony', 'Colorful', 'Nature', 'Collectathon', 'Fantasy', 'Atmospheric', 'Retro']","Action, Adventure, Indie"
2668,674400,"['Free to Play', 'Action', 'Survival', 'Open World', 'Multiplayer', 'Singleplayer', 'Strategy', 'Adventure', 'Indie', 'Casual', 'Violent', 'Third Person', 'Medieval', 'Co-op', 'RPG', 'Hack and Slash', 'Sexual Content', 'Controller', 'Horror', 'Shooter']","Action, Casual, Free to Play, Indie, Strategy"
2669,366250,"['Action', 'Arcade', '2D', ""Shoot 'Em Up"", 'Retro', 'Classic', 'Side Scroller', 'Co-op', 'Multiplayer', 'Local Multiplayer', 'Shooter', 'Pixel Graphics', 'Local Co-Op', 'Funny', 'Platformer', 'Singleplayer', 'Adventure', 'Fast-Paced', 'Cartoony', 'Great Soundtrack']",Action
2670,526160,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Mystery', 'Open World', 'Co-op', 'Adventure', 'Crafting', 'Online Co-Op', 'Sandbox', 'Indie', 'Action', 'RPG', 'Atmospheric', 'Singleplayer', 'Simulation', 'Survival Horror', 'Difficult', 'Strategy', 'Horror']","Action, Adventure, Indie, RPG, Simulation"
2671,331120,"['Horror', 'Free to Play', 'Adventure', 'Multiplayer', 'Survival', 'First-Person', 'Action', 'Survival Horror', 'Indie', 'Walking Simulator', 'Singleplayer', 'Zombies', 'Psychological Horror', 'Co-op', 'Open World', 'Crafting', 'Atmospheric', 'VR', 'Funny', 'Nudity']","Action, Adventure, Indie"
2672,333250,"['Action', 'Anime', 'Adventure', 'Cute', 'Female Protagonist', 'RPG', 'Indie', 'Casual', 'Puzzle', '3D Platformer', 'Singleplayer', 'Funny', 'Hack and Slash']","Action, Adventure, Casual, Indie, RPG"
2673,1024890,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Indie', 'Early Access', 'Voxel', 'Destruction', 'Sandbox', 'Building', 'Fast-Paced', 'Team-Based', 'Sci-fi', 'Replay Value', '3D', 'Futuristic', 'PvP', 'Base-Building', 'Combat']","Action, Free to Play, Indie, Strategy, Early Access"
2674,209830,"['Horror', 'Indie', 'Survival Horror', 'Pixel Graphics', 'Adventure', 'Atmospheric', '2D', 'RPG', 'Action', 'Psychological Horror', 'Great Soundtrack', 'Dark', 'Singleplayer', 'Zombies', 'Simulation', 'Retro', 'Survival', 'Side Scroller', 'Exploration', 'Difficult']","Action, Adventure, Indie, RPG, Simulation"
2675,12320,"['RPG', 'Open World', 'Hack and Slash', 'Action', 'Fantasy', 'Classic', 'Action RPG', 'Singleplayer', 'Isometric', 'Adventure', 'Co-op', 'Multiplayer', 'Loot', 'Story Rich', 'Atmospheric', 'Nostalgia', 'Female Protagonist', 'Exploration', 'Comedy']","Action, RPG"
2676,543460,"['Zombies', 'Action', 'Open World', 'Multiplayer', 'Co-op', 'Violent', 'Survival', 'Gore', 'Comedy', 'Horror', 'Third Person', 'Funny', 'Heist', 'Online Co-Op', 'Nudity', 'Memes', 'Singleplayer', 'Survival Horror', 'Casual', 'Sandbox']",Action
2677,243800,"['Combat Racing', 'Vehicular Combat', 'Racing', 'Automobile Sim', 'Action', 'Multiplayer', 'Shooter', 'Sports', 'Co-op', 'Zombies', 'Arena Shooter', 'Singleplayer', 'Driving', 'Destruction', 'Funny', 'Arcade', 'Controller', 'Open World', 'Fast-Paced', 'Casual']","Action, Racing, Sports"
2678,557600,"['Puzzle', 'Hand-drawn', 'Indie', 'Beautiful', 'Atmospheric', 'Singleplayer', 'Adventure', 'Casual', 'Stylized', 'Short', '2D', 'Point & Click', 'Story Rich', 'Mystery', 'Great Soundtrack', 'Exploration', 'Interactive Fiction', 'Cartoony', 'Experimental', 'Surreal']","Adventure, Casual, Indie"
2679,447920,"['Racing', 'Indie']","Indie, Racing"
2680,73010,"['Simulation', 'Management', 'Strategy', 'City Builder', 'Singleplayer', 'Trains', 'Transportation', 'Economy', 'Sandbox', 'Building']",Simulation
2681,42990,"['Strategy', '4X', 'Space', 'Sci-fi', 'Singleplayer', 'Multiplayer', 'Turn-Based Strategy', 'Lore-Rich', 'Tactical', 'Turn-Based']",Strategy
2682,1465860,"['Casual', 'Action', 'Simulation', 'Platformer', 'Open World', '3D Platformer', 'Memes', 'Psychological Horror', 'Precision Platformer', 'First-Person', '3D', 'Comedy', 'Family Friendly', 'PvP', 'Multiplayer', 'Singleplayer', 'Hentai', 'Free to Play', 'Parkour', 'Online Co-Op']","Action, Adventure, Casual, Free to Play, Indie, Simulation"
2683,111900,"['MOBA', 'Strategy', 'Action', 'Multiplayer', 'Co-op', 'Fantasy']","Action, Strategy"
2684,341500,"['Pixel Graphics', 'Platformer', 'Indie', 'Adventure', 'Level Editor', 'Great Soundtrack', 'Action', 'Anime', 'Strategy', 'Female Protagonist', '2D', 'Singleplayer', 'Puzzle', 'Difficult', 'Casual', 'Retro', 'Puzzle-Platformer', 'Music', 'Fantasy', 'Story Rich']","Action, Adventure, Indie, Strategy"
2685,15560,"['Flight', 'Sports', 'Arcade', 'First-Person', 'Cyberpunk', 'Funny', 'Controller', 'Action', 'Colorful', 'Sci-fi', 'Score Attack', 'Comedy', 'Illuminati', 'Singleplayer', 'Indie', 'VR', 'Casual', 'Simulation', 'Addictive', 'Platformer']","Action, Indie, Sports"
2686,261510,"['FMV', 'Adventure', 'Detective', 'Noir', 'Cyberpunk', 'Mystery', 'Indie', 'First-Person', 'Atmospheric', 'Multiple Endings', 'Dystopian ', 'Comedy', 'Cinematic', 'Surreal', 'Nonlinear', 'Difficult', 'Dynamic Narration', 'Mouse only', 'Sci-fi', 'Point & Click']","Adventure, Indie"
2687,936790,"['Choices Matter', 'Story Rich', 'Female Protagonist', 'LGBTQ+', 'Choose Your Own Adventure', 'Multiple Endings', 'Romance', 'Third Person', 'Emotional', 'Atmospheric', 'Drama', 'Action', 'Adventure', 'Mystery', 'Singleplayer', 'Stylized', 'Cinematic', 'Narrative', 'Mature', 'Supernatural']","Action, Adventure"
2688,897450,"['Crafting', 'Adventure', 'Online Co-Op', 'Survival', 'Singleplayer', 'Open World Survival Craft', 'Base-Building', 'Multiplayer', 'Open World', 'Sandbox', 'Co-op', 'Pixel Graphics', 'Exploration', '2D', 'Casual', 'Hunting', 'Character Customization', 'Action', 'Top-Down', 'Procedural Generation']","Action, Adventure, Casual, Indie"
2689,431930,"['Action', 'Sports', 'Indie', 'Multiplayer', 'Pinball', 'Split Screen', 'Competitive', 'Co-op', 'Time Attack', 'Local Multiplayer', '4 Player Local']","Action, Indie, Sports"
2690,1110390,"['Multiplayer', 'Survival', 'Zombies', 'Free to Play', 'PvP', 'First-Person', 'Action']",
2691,1431610,"['Action', 'Singleplayer', 'Adventure', 'Crime', 'FPS', 'Realistic', 'First-Person', 'Atmospheric', 'Funny', 'Sandbox', 'Dark Comedy', 'Stealth', 'Simulation', 'Story Rich', 'Open World', 'Inventory Management', 'Conversation', 'Trading', 'Combat', 'Shooter']","Action, RPG, Simulation"
2692,290080,"['Open World Survival Craft', 'Medieval', 'Open World', 'Survival', 'Crafting', 'Sandbox', 'Building', 'Multiplayer', 'RPG', 'Simulation', 'Co-op', 'MMORPG', 'Action', 'Adventure', 'Massively Multiplayer', 'Indie', 'Strategy', 'Atmospheric', 'Historical', 'Singleplayer']","Action, Indie, RPG, Simulation"
2693,1388590,"['Action', 'Adventure', 'RPG', 'Open World', ""Beat 'em up"", 'Action RPG', 'Sexual Content', 'Crime', 'JRPG', 'Third Person', 'Story Rich', 'Comedy', 'Violent', 'Drama', 'Funny', 'Anime', 'Singleplayer', 'Combat', 'Great Soundtrack']","Action, Adventure"
2694,1129310,"['FPS', 'Simulation', 'Shooter', 'First-Person', 'Atmospheric', 'Indie', 'Action', 'Realistic', 'Psychological Horror', 'Difficult', 'Education', 'Horror', 'Rogue-like', 'Singleplayer', 'Stealth', 'Cyberpunk', 'Surreal', 'Illuminati', 'Survival Horror', 'Rogue-lite']","Action, Indie, Simulation"
2695,9000,"['Action', 'Shooter', 'FPS', 'First-Person', 'Classic', 'Retro', 'World War II', 'Singleplayer', 'War', ""1990's"", 'Old School', '2.5D']",Action
2696,394870,"['Indie', 'Action', 'Violent', 'Funny', ""Beat 'em up"", 'Singleplayer', 'Comedy', 'Fast-Paced', 'Top-Down', 'Martial Arts', 'Bullet Time']","Action, Indie"
2697,214730,"['Space', 'RPG', 'Strategy', 'Adventure', 'Simulation', 'Classic', 'Open World', 'Sci-fi', 'Action', 'Turn-Based', 'Atmospheric', 'Comedy', 'Nostalgia', 'Sandbox', 'Replay Value', 'Singleplayer', 'RTS', '2D', 'Arcade', 'Procedural Generation']","Action, Adventure, RPG, Simulation, Strategy"
2698,467960,"['Adventure', 'RPG', 'Survival', 'Indie', 'Casual', 'Strategy', 'Simulation', 'Singleplayer', 'Side Scroller', 'Rogue-lite', 'Building', 'Rogue-like', '2D', 'Mouse only', 'Replay Value', 'Difficult', 'Third Person', 'Politics', 'Atmospheric', 'Turn-Based Tactics']","Adventure, Casual, Indie, RPG, Simulation, Strategy"
2699,344130,"['Action', 'Indie', 'Pixel Graphics', 'Platformer', 'Retro', 'Difficult', '2D', 'Side Scroller']","Action, Indie"
2700,1326700,"['Early Access', 'Free to Play', 'Time Travel', 'Arena Shooter', 'Indie', 'Time Attack', 'Arcade', 'Bullet Time', ""Shoot 'Em Up"", 'Third-Person Shooter', 'Shooter', 'Singleplayer', 'Sci-fi', 'Casual', 'Action', '3D', 'Cartoony', 'Strategy', 'Robots', 'Cinematic']","Action, Casual, Free to Play, Indie, Strategy, Early Access"
2701,1009560,"['Management', 'Design & Illustration', 'City Builder', 'Life Sim', 'God Game', 'Building', 'Immersive Sim', 'Economy', 'Early Access', 'Sandbox', 'Replay Value', 'Time Management', 'Base-Building', 'Relaxing', 'Casual', 'Simulation', 'Strategy', 'Stylized', 'Singleplayer', 'Indie']","Casual, Indie, Simulation"
2702,292370,"['RPGMaker', 'RPG', 'Indie', 'Dungeon Crawler']","Indie, RPG"
2703,364690,"['Indie', 'Action', 'Adventure', 'Platformer', 'Difficult', '2D', 'Side Scroller']","Action, Adventure, Indie"
2704,1230410,"['Action', 'Indie', 'Free to Play', 'Multiplayer', 'FPS', 'Casual', 'Shooter', 'Parkour', 'Fast-Paced', 'Destruction', 'PvP', 'Robots', 'Platformer', 'Stylized', 'Arena Shooter', 'Physics', 'VR', 'Sexual Content']","Action, Casual, Free to Play, Indie"
2705,225600,"['Action', 'Fighting', 'Indie', 'Multiplayer', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'PvP', 'Strategy', 'Early Access', 'Tactical', 'Kickstarter', 'Fantasy', 'Great Soundtrack', 'Adventure', 'Free to Play']","Action, Indie"
2706,218510,"['Strategy', 'Indie', 'Space', 'Multiplayer', 'Sci-fi', 'RTS', 'Singleplayer']","Indie, Strategy"
2707,219910,"['Point & Click', 'Adventure', 'Dark Humor', 'Comedy', 'Indie', 'Singleplayer', 'Puzzle', 'Female Protagonist', 'Classic', 'Funny', 'Retro', 'Cult Classic', ""1990's"", 'Great Soundtrack', 'Story Rich', 'Escape Room', 'Hand-drawn', 'Psychological', '2D', 'Third Person']","Adventure, Indie"
2708,504490,"['Action', 'Third-Person Shooter', 'FPS', 'Multiplayer', 'Aliens', 'Sci-fi', 'Shooter', 'Co-op Campaign', 'Online Co-Op', 'Indie']",Action
2709,329380,"['Indie', 'Action', 'Platformer', 'Stealth', 'Adventure', 'Puzzle', 'Puzzle-Platformer', 'Singleplayer', 'Metroidvania', '2D', 'Side Scroller']","Action, Adventure, Indie"
2710,218820,"['Action', 'Indie', '2D', 'Co-op', 'Pixel Graphics', 'Platformer', 'Side Scroller', 'Local Co-Op', 'Adventure', 'Shooter', 'Crafting', 'RPG', 'Split Screen', 'Retro', 'Online Co-Op', 'Local Multiplayer', ""Shoot 'Em Up"", 'Arcade', 'Kickstarter', 'Female Protagonist']","Action, Adventure, Indie, RPG"
2711,212630,"['Action', 'Stealth', 'Third-Person Shooter', 'Co-op', 'Tactical', 'Shooter', 'Multiplayer', 'Singleplayer', 'Third Person', 'Gun Customization', 'FPS', 'Futuristic', 'Military', 'Adventure', 'Open World', 'Atmospheric', 'Strategy', 'Sci-fi', 'Controller', 'First-Person']",Action
2712,329440,"['Adventure', 'Platformer', '3D Platformer', 'Great Soundtrack', 'Singleplayer', 'Parkour', 'Fast-Paced', 'Action', 'Colorful', 'Third Person', 'Family Friendly', 'Comedy', 'Memes', 'Funny', 'Controller', 'Open World', 'Difficult', 'Moddable', 'Fantasy', 'Psychological Horror']",Adventure
2713,1072390,"['Free to Play', 'Indie', 'Adventure', 'Puzzle-Platformer', 'Hand-drawn', 'Platformer', 'Casual', '2D', 'Singleplayer', 'Funny', 'Puzzle', 'Difficult', 'Psychological Horror', 'Souls-like', 'Great Soundtrack', 'Memes']","Adventure, Casual, Free to Play, Indie"
2714,522090,"['Strategy', 'Casual', 'Tower Defense']","Casual, Strategy"
2715,261530,"['Atmospheric', 'Sci-fi', 'Puzzle-Platformer', 'Exploration', 'Mystery', 'Space', 'Horror', 'Cinematic', 'Adventure', 'Walking Simulator', 'Puzzle', 'Platformer', 'Story Rich', 'Post-apocalyptic', '3D Platformer', 'Thriller', 'Third Person', 'Singleplayer', 'Old School', 'Action']","Action, Adventure, Indie"
2716,374830,"['Strategy', 'Indie', 'Comedy', 'Tower Defense']","Indie, Strategy"
2717,24420,"['Metroidvania', 'Indie', 'Female Protagonist', 'Exploration', 'Great Soundtrack', 'Adventure', 'Underwater', '2D', 'Singleplayer', 'Beautiful', 'Action', 'Fantasy', 'Atmospheric', 'Immersive', 'Open World', 'Side Scroller', 'Story Rich', 'Platformer', 'Philosophical', 'Puzzle']",Indie
2718,285580,"['Early Access', 'Free to Play', 'Sports', 'Multiplayer', 'Action', 'Indie', 'Strategy', 'Football (Soccer)', 'Co-op', 'Football (American)', 'MOBA', 'Open World', 'Robots', 'Hockey', 'Massively Multiplayer']","Action, Free to Play, Indie, Sports, Strategy, Early Access"
2719,990630,"['Puzzle', 'Adventure', 'Singleplayer', 'Indie', 'Emotional', 'Cute', 'Story Rich', 'Atmospheric', 'Relaxing', 'Fantasy', 'Family Friendly', '3D Platformer', 'Narration', 'Soundtrack', 'Dark Fantasy', 'Puzzle-Platformer', 'Philosophical', '3D', 'Controller', 'Dark']","Adventure, Indie"
2720,345390,"['Adventure', 'Puzzle', 'Point & Click', 'Fantasy', 'Story Rich', 'Singleplayer', 'Comedy', 'Funny', 'Classic', 'Episodic', 'Remake', 'Great Soundtrack', 'Medieval', 'Retro', ""1990's"", 'Cult Classic', '2D', 'Choices Matter', 'Escape Room', 'Third Person']",Adventure
2721,2210,"['FPS', 'Action', 'Shooter', 'Sci-fi', 'Horror', 'Singleplayer', 'Classic', 'Multiplayer', 'Gore', 'First-Person', 'Fast-Paced', 'Dark', 'Atmospheric', 'Arena Shooter', 'Adventure', 'Aliens', 'Moddable', 'Retro', 'Nostalgia', 'Futuristic']",Action
2722,354240,"['Puzzle', 'Indie', 'Pixel Graphics', 'Point & Click', 'Singleplayer', 'Illuminati', 'Multiple Endings', 'Great Soundtrack', 'Casual', '2D', 'Difficult', 'Hidden Object', 'Horror', 'Psychological Horror', 'Funny', 'Short', 'Choices Matter', 'Memes']","Casual, Indie"
2723,470310,"['CRPG', 'Tactical RPG', 'Turn-Based Tactics', 'Turn-Based', 'Wargame', 'Strategy RPG', 'Turn-Based Strategy', 'Party-Based RPG', 'JRPG', 'Female Protagonist', 'RPG', 'Strategy', 'Lore-Rich', '3D', '2D', 'Choices Matter', 'Controller', 'Turn-Based Combat', 'Story Rich', 'Anime']","Casual, Indie, RPG, Strategy"
2724,342560,"['Grand Strategy', 'PvP', 'Naval Combat', 'Wargame', 'Multiplayer', 'Real-Time', 'Competitive', 'RTS', '4X', 'Online Co-Op', 'Vehicular Combat', 'Strategy', '2D', 'Alternate History', 'Mechs', 'Steampunk', 'Tanks', 'Co-op', 'World War I', 'Military']","Action, Indie, Strategy"
2725,575640,"['Puzzle', 'Casual', 'Indie', 'Fast-Paced', '2D', 'Physics', 'Short', 'Relaxing', 'Minimalist', 'Puzzle-Platformer', 'Point & Click', 'Singleplayer', 'Cute', 'Free to Play', 'Strategy', 'Action', 'Sandbox', 'Zombies', 'Funny', 'Co-op']","Casual, Indie"
2726,251990,"['Visual Novel', 'Political Sim', 'Anime', 'Female Protagonist', 'Simulation', 'Indie', 'Difficult', 'Strategy', 'Singleplayer', 'Fantasy', 'RPG', 'Cute', 'Multiple Endings', 'Medieval', 'Choose Your Own Adventure', 'Choices Matter', 'Politics', 'Story Rich', 'Character Customization', '2D']","Indie, RPG, Simulation, Strategy"
2727,2420,"['Action', 'Indie', 'RPG', 'Singleplayer', 'FPS', 'First-Person', 'Stealth', 'Multiplayer']","Action, Indie, RPG"
2728,1183840,"['Traditional Roguelike', 'Turn-Based Tactics', 'Rogue-lite', 'Dungeon Crawler', 'Perma Death', 'Turn-Based', 'Turn-Based Strategy', 'Rogue-like', 'RPG', '2D', 'Top-Down', 'Procedural Generation', 'Turn-Based Combat', 'Cartoony', 'Medieval', 'Adventure', 'Old School', 'Inventory Management', 'Singleplayer', 'Indie']","Adventure, Indie, RPG, Strategy"
2729,1191330,"['Massively Multiplayer', 'RPG', 'Indie', 'Early Access', 'MMORPG', 'Free to Play', 'Open World', 'Multiplayer']","Indie, Massively Multiplayer, RPG, Early Access"
2730,451880,"['Casual', 'Indie', 'Relaxing']","Casual, Indie"
2731,1279610,"['Free to Play', 'Video Production', 'Animation & Modeling', 'Utilities', 'Anime', 'GameMaker', 'Software']","Free to Play, Animation & Modeling, Utilities, Video Production"
2732,570770,"['RPG', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Martial Arts']",RPG
2733,1403370,"['Early Access', 'VR', 'MMORPG', 'Open World', 'Action', 'Action-Adventure', 'Adventure', 'RPG', 'PvE', 'Action RPG', 'Massively Multiplayer', 'Hack and Slash', 'Exploration', 'Anime', 'JRPG', 'Dystopian ', 'Futuristic', 'Character Customization', 'Combat', 'Crafting', 'VR Only']","Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access"
2734,417290,"['Adventure', 'Stealth', 'Atmospheric', 'Cute', 'Singleplayer', 'RPG', 'Fantasy', 'Indie', 'Third Person', 'Medieval', 'Action', 'Funny', 'Open World', 'Narration', 'Story Rich', 'Action RPG', 'Exploration', 'Great Soundtrack', 'Horror', 'Puzzle']","Action, Adventure, Indie, RPG"
2735,1021950,"['Psychological Horror', 'Free to Play', 'Walking Simulator', 'Indie', 'Horror', 'First-Person', 'Dynamic Narration', 'Adventure', 'Narration', 'Atmospheric', 'Dark', 'Story Rich', 'Psychological', 'Singleplayer', 'Emotional', 'Choices Matter', 'Puzzle', 'Perma Death']","Adventure, Free to Play, Indie"
2736,243780,"['Tower Defense', 'Strategy', 'Local Co-Op', 'Online Co-Op', 'Co-op', '2D', 'Singleplayer', 'Indie', 'Controller', 'Multiplayer']",Strategy
2737,1182020,"['Free to Play', 'Sports', 'Simulation', 'Multiplayer', 'Golf', 'Early Access', 'Indie', 'Strategy', 'Controller', 'VR', 'Singleplayer']","Free to Play, Simulation, Sports, Early Access"
2738,231200,"['Adventure', 'Atmospheric', 'Indie', 'Point & Click', 'Surreal', 'Story Rich', 'Episodic', 'Great Soundtrack', 'Narrative', 'Mystery', 'Beautiful', 'Exploration', 'Singleplayer', '2D', 'Visual Novel', 'Walking Simulator', 'Experimental', 'Horror']","Adventure, Indie"
2739,342480,"['Action', 'Indie', 'Multiplayer', 'Free to Play', 'FPS', 'Shooter', 'Sandbox', 'Building', 'Open World', 'First-Person', 'Survival', 'Local Co-Op', 'Pixel Graphics', 'Singleplayer', 'Co-op', 'Early Access', 'Adventure', 'Split Screen', 'Voxel', 'Online Co-Op']","Action, Indie"
2740,281640,"['RPG', 'Strategy', 'Story Rich', 'Turn-Based Strategy', 'Indie', 'Choices Matter', 'Turn-Based', 'Atmospheric', 'Fantasy', 'Singleplayer', 'Tactical', 'Great Soundtrack', 'Adventure', 'Hand-drawn', 'Vikings', 'Turn-Based Tactics', 'Medieval', 'Turn-Based Combat', 'Tactical RPG', 'Dark Fantasy']","Indie, RPG, Strategy"
2741,732730,"['Free to Play', 'Action', 'Shooter', 'Multiplayer', 'FPS', 'Indie', 'Simulation', 'Adventure', 'Third-Person Shooter', 'First-Person', 'Massively Multiplayer', 'Open World', 'Controller']","Action, Adventure, Free to Play, Indie, Simulation"
